latitude,longitude,reflectivity_dbz,sweep_number,elevation_angle,rainfall_rate_mm_hr,rainfall_intensity_category,timestamp
23.706834,88.304616,59.5,0,0.5,302.432,Very Heavy,2025-04-27 00:22:33
21.140957,88.289429,59.5,0,0.5,302.432,Very Heavy,2025-04-27 00:22:33
22.366093,88.350438,59.5,0,0.5,302.432,Very Heavy,2025-04-27 00:22:33
23.007397,88.353095,59.5,0,0.5,302.432,Very Heavy,2025-04-27 00:22:33
21.224724,87.757825,59.5,0,0.5,302.432,Very Heavy,2025-04-27 00:22:33
23.561114,87.204952,59.5,0,0.5,302.432,Very Heavy,2025-04-27 00:22:33
21.742819,87.349616,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.561649,88.400093,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.649324,88.277147,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
23.985107,88.873289,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.655658,88.1607,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.007571,89.977289,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.183164,90.44355,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.027782,87.007031,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
23.477376,89.116814,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.459945,88.644918,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
23.783958,88.556194,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.253197,87.619667,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.917192,89.047426,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.916512,88.030323,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.741604,88.736407,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.017589,87.257385,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.98796,88.424586,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.252459,86.795934,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
24.216136,87.817522,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.542607,88.459897,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
23.75341,89.243717,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.69343,88.955597,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
