latitude,longitude,altitude,reflectivity,rainfall_rate
22.508206251893792,88.41649273595125,112.0984591897577,40.49275207519531,10.943099975585938
21.326582299129687,89.54069876795106,2712.749703168869,35.49652862548828,5.159299850463867
21.311887369309492,89.52271579644326,2712.749703168869,35.01041793823242,4.795300006866455
22.51070954627905,88.40481330225269,107.58811016567051,48.0,33.86949920654297
22.51006901565356,88.40394479179147,107.58811016567051,43.08571243286133,16.166400909423828
22.5088207317738,88.40218044573896,107.58811016567051,35.5,5.1620001792907715
22.542819004856256,88.36942199791658,86.80101466365159,37.5,6.974800109863281
22.54261675323963,88.36902054398621,86.80101466365159,37.5,6.974800109863281
22.542420914980287,88.36861910307671,86.80101466365159,37.5,6.974800109863281
22.49541262921675,88.37014018618595,107.58811016567051,40.0,10.160900115966797
22.495205691132316,88.36905404137042,107.58811016567051,40.0,10.160900115966797
22.548297189815187,88.35740105691487,82.99652669392526,38.0,7.519899845123291
22.49501231099597,88.36796500836216,107.58811016567051,50.0,45.764400482177734
22.548244655702337,88.35708214426955,82.99652669392526,37.04999923706055,6.518099784851074
22.494833762920997,88.36688111171084,107.58811016567051,48.45000076293945,36.242698669433594
22.521630017822165,88.34345616054149,94.76292223669589,36.739131927490234,6.220200061798096
22.453012772398182,86.57441089303745,2687.659060647711,36.63768005371094,6.125999927520752
22.452319041691435,86.56473053873941,2712.749703168869,35.18840408325195,4.92549991607666
22.451624734430904,86.55505033806129,2737.957880659029,37.41304397583008,6.884200096130371
22.45092985067162,86.5453702913448,2763.2835920695215,37.963768005371094,7.479000091552734
22.450234390468715,86.53569039893165,2788.726836355403,39.826087951660156,9.89840030670166
22.449538353877386,86.52601066116348,2814.2876124568284,36.27536392211914,5.800899982452393
22.475764607094845,86.58242386018696,2662.6859541349113,38.14285659790039,7.6834001541137695
22.475192143688773,86.5727326875892,2687.659060647711,38.14285659790039,7.6834001541137695
22.474619101250415,86.56304165175061,2712.749703168869,37.42856979370117,6.900300025939941
22.474045479827016,86.55335075301532,2737.957880659029,40.35714340209961,10.722000122070312
22.47347127946595,86.54365999172745,2763.2835920695215,42.07143020629883,13.877799987792969
22.472896500214645,86.53396936823107,2788.726836355403,42.57143020629883,14.962400436401367
22.472321142120617,86.52427888287015,2814.2876124568284,38.57143020629883,8.195300102233887
22.497683400620808,86.58108300422451,2662.6859541349113,39.0217399597168,8.76990032196045
22.497230881146702,86.57138295938014,2687.659060647711,41.14130401611328,12.0649995803833
22.49677778043315,86.56168303478384,2712.749703168869,40.619564056396484,11.153900146484375
22.496324098519732,86.55198323078173,2737.957880659029,45.84782791137695,24.498699188232422
22.49586983544614,86.5422835477199,2763.2835920695215,45.85869598388672,24.53890037536621
