latitude,longitude,altitude,reflectivity
22.538749464885033,88.40614824543023,98.92034150846303,25.5
22.53808977168423,88.40568458146272,98.92034150846303,25.5
22.54252757887093,88.39718296987931,94.76292223669589,27.390411
22.557047277556116,88.37251781793847,82.99652669392526,33.5
22.54628419873712,88.38813171572286,90.7231465652585,26.973484
22.540902093142154,88.39593774562296,94.76292223669589,27.450758
22.538297913246478,88.39370732559011,94.76292223669589,27.421429
22.523887325670117,88.40589405167289,103.19540421292186,25.32639
22.508206251893792,88.41649273595125,112.0984591897577,40.492752
21.3333451263435,89.53431885100937,2687.659060647711,31.506945
21.326582299129687,89.54069876795106,2712.749703168869,35.49653
21.318729129416763,89.51643308621931,2687.659060647711,32.479168
21.311887369309492,89.52271579644326,2712.749703168869,35.010418
21.305045409510868,89.52899788756656,2737.957880659029,27.416666
22.5120180176387,88.40651614637535,107.58811016567051,28.0
22.51135615566734,88.40566638586058,107.58811016567051,28.0
22.552915597091157,88.36824176441453,82.99652669392526,27.904411
22.531813607535916,88.38653033790693,94.76292223669589,27.30147
22.51070954627905,88.40481330225269,107.58811016567051,48.0
22.552727148597373,88.36798629054695,82.99652669392526,26.285715
22.531399083698258,88.3859683279324,94.76292223669589,27.685715
22.51006901565356,88.40394479179147,107.58811016567051,43.085712
22.5309916028539,88.38540038274938,94.76292223669589,33.84722
22.5238077395094,88.39128990804109,98.92034150846303,25.652779
22.509439368999175,88.40306711437952,107.58811016567051,29.180555
22.53059124622728,88.38482661608707,94.76292223669589,28.5
22.523334615174893,88.39061183587394,98.92034150846303,31.0
22.5088207317738,88.40218044573896,107.58811016567051,35.5
22.522873265026803,88.38993189585096,98.92034150846303,29.069445
22.54460978485078,88.37251584545622,86.80101466365159,29.0
22.522417143672353,88.38924044083329,98.92034150846303,26.1875
22.492824262861767,88.4115315160139,116.72645109519362,33.9375
22.544368805926002,88.37213997900533,86.80101466365159,29.0
22.492101594644247,88.4104041419209,116.72645109519362,35.0
21.36690423978618,89.2008601900924,2120.746763151139,26.208334
21.359346289688105,89.20612984353599,2143.016265472397,29.84375
22.490703662327242,88.40812687982319,116.72645109519362,27.5
21.3641383718884,89.17847089474564,2098.5948203504086,27.028572
21.356515979763277,89.18363368421753,2120.746763151139,33.37143
21.348893461863803,89.18879591272903,2143.016265472397,34.271427
21.353955279330393,89.16108384678314,2098.5948203504086,26.671429
21.343989815716338,89.1435548810773,2098.5948203504086,26.5
22.550875782454916,88.365014466777,82.99652669392526,26.0
22.550727747200998,88.36472981518388,82.99652669392526,32.576088
22.542819004856256,88.36942199791658,86.80101466365159,37.5
22.54261675323963,88.36902054398621,86.80101466365159,37.5
22.542420914980287,88.36861910307671,86.80101466365159,37.5
22.5422287113855,88.36821197966117,86.80101466365159,27.137682
22.542041596295153,88.36780210868746,86.80101466365159,27.955883
22.54185960726409,88.36738957201518,86.80101466365159,28.0
22.533676684740144,88.37150063633533,90.7231465652585,29.0
22.50912728439479,88.38383090033447,103.19540421292186,31.5
22.549916998275624,88.36298360976754,82.99652669392526,32.0
22.525217768771256,88.37496360302576,94.76292223669589,30.5
22.50875111782028,88.38294787991673,103.19540421292186,25.102942
22.524948022847294,88.37430739536966,94.76292223669589,30.5
22.516665721042695,88.37818049922606,98.92034150846303,31.0
21.491203829379216,88.83561833254745,1507.3308482710272,26.976027
21.482865233875817,88.83931622570331,1526.0731849912554,27.047945
21.48528359082782,88.82008715705213,1507.3308482710272,26.380136
21.476899629860842,88.82366590569477,1526.0731849912554,27.931507
22.489706068929173,88.38404408534205,112.0984591897577,31.359156
22.489328985798654,88.3828826548481,112.0984591897577,28.090279
22.549042863695384,88.36055569166079,82.99652669392526,29.5
22.54895057395234,88.36024496325084,82.99652669392526,29.5
22.55741820388693,88.35678349662113,79.30968281440437,35.0
22.557372181899034,88.35659412347174,79.30968281440437,35.0
22.49541262921675,88.37014018618595,107.58811016567051,40.0
22.495205691132316,88.36905404137042,107.58811016567051,40.0
22.548297189815187,88.35740105691487,82.99652669392526,38.0
22.49501231099597,88.36796500836216,107.58811016567051,50.0
22.486131427392518,88.36972487376896,112.0984591897577,26.178572
22.548244655702337,88.35708214426955,82.99652669392526,37.05
22.494833762920997,88.36688111171084,107.58811016567051,48.45
22.548195737052495,88.35676019804818,82.99652669392526,28.5
22.494667502889392,88.36578690766616,107.58811016567051,34.04348
22.530272242414576,88.35918923034437,90.7231465652585,28.0
22.494514897612575,88.36469040311732,107.58811016567051,28.571428
22.530199175884853,88.35861162534894,90.7231465652585,28.055147
22.530132817541094,88.35802886976538,90.7231465652585,26.09058
22.494251606734423,88.36249917061683,107.58811016567051,29.293478
22.494140022157012,88.36139696095546,107.58811016567051,25.565218
22.51203206498211,88.35857720560436,98.92034150846303,31.0
22.51196819154398,88.35773811068819,98.92034150846303,29.544777
22.511914362654736,88.35689214634309,98.92034150846303,25.382353
22.51187108299458,88.3560454643455,98.92034150846303,30.907894
22.51183836152388,88.3551982338212,98.92034150846303,28.7
22.502813639173016,88.35553671901994,103.19540421292186,32.5
22.51181632492534,88.35435666261807,98.92034150846303,27.018988
22.5027882139638,88.35456573881117,103.19540421292186,32.16772
22.51180466010197,88.35350879365129,98.92034150846303,27.905064
22.51180356533701,88.35266084941902,98.92034150846303,28.0
22.521516276517758,88.3441579797162,94.76292223669589,32.30634
22.521630017822165,88.34345616054149,94.76292223669589,36.739132
22.512744682367448,88.3417221889336,98.92034150846303,25.304348
22.512890428757764,88.34088885675716,98.92034150846303,30.246376
22.5494271085653,88.34427478216412,82.99652669392526,26.34375
22.545824925746917,88.33173173887387,86.80101466365159,28.791666
22.552279608496434,88.3251907707335,86.80101466365159,30.0
22.552627865904725,88.3249299599806,86.80101466365159,30.402174
22.55297681427827,88.3246760177123,86.80101466365159,31.5
22.560065486466726,88.33144134023166,82.99652669392526,28.913044
22.543459182590645,88.27565483445663,107.58811016567051,25.438461
22.551301406935263,88.29327575152858,98.92034150846303,30.5
22.552047587126843,88.29300355548425,98.92034150846303,30.5
22.552797078190796,88.29274216882287,98.92034150846303,30.5
22.553293389765148,88.27245726338977,107.58811016567051,27.605635
22.566927416652984,88.32899517350354,82.99652669392526,33.0
22.56722693665994,88.32894569186071,82.99652669392526,32.028572
22.567524889055342,88.32890085204916,82.99652669392526,29.0
22.562758810954275,88.29034927927387,98.92034150846303,25.35357
22.567825530997304,88.32886001342352,82.99652669392526,29.0
22.405921737158664,86.54976407590382,2763.2835920695215,29.5
22.403110930433115,86.52080491093257,2839.965919315815,25.5
22.430042848991544,86.5667404799764,2712.749703168869,26.85
22.429228003973776,86.55707270786209,2737.957880659029,27.528572
22.42841258509537,86.54740510609876,2763.2835920695215,31.535715
22.427596592419054,86.53773767502543,2788.726836355403,33.9
22.426780026007695,86.52807041498103,2814.2876124568284,31.62857
22.425962885924204,86.51840332630448,2839.965919315815,26.314285
22.453705926496195,86.58409140061363,2662.6859541349113,26.492754
22.453012772398182,86.57441089303745,2687.659060647711,36.63768
22.452319041691435,86.56473053873941,2712.749703168869,35.188404
22.451624734430904,86.55505033806129,2737.957880659029,37.413044
22.45092985067162,86.5453702913448,2763.2835920695215,37.963768
22.450234390468715,86.53569039893165,2788.726836355403,39.826088
22.449538353877386,86.52601066116348,2814.2876124568284,36.275364
22.448841740952908,86.51633107838197,2839.965919315815,28.913044
22.476336491421442,86.59211516919977,2637.8303846642375,33.142857
22.475764607094845,86.58242386018696,2662.6859541349113,38.142857
22.475192143688773,86.5727326875892,2687.659060647711,38.142857
22.474619101250415,86.56304165175061,2712.749703168869,37.42857
22.474045479827016,86.55335075301532,2737.957880659029,40.357143
22.47347127946595,86.54365999172745,2763.2835920695215,42.07143
22.472896500214645,86.53396936823107,2788.726836355403,42.57143
22.472321142120617,86.52427888287015,2814.2876124568284,38.57143
22.471745205231464,86.51458853598872,2839.965919315815,30.714285
22.471168689594887,86.50489832793073,2865.7617558687925,26.5
22.56754041220865,88.27041139785496,107.58811016567051,28.554348
22.49813533881594,86.59078316897076,2637.8303846642375,33.880436
22.497683400620808,86.58108300422451,2662.6859541349113,39.02174
22.497230881146702,86.57138295938014,2687.659060647711,41.141304
22.49677778043315,86.56168303478384,2712.749703168869,40.619564
22.496324098519732,86.55198323078173,2737.957880659029,45.847828
22.49586983544614,86.5422835477199,2763.2835920695215,45.858696
22.495414991252122,86.53258398594443,2788.726836355403,42.586956
22.49495956597755,86.52288454580135,2814.2876124568284,40.945652
22.494503559662334,86.51318522763667,2839.965919315815,30.804348
22.494046972346514,86.50348603179638,2865.7617558687925,27.163044
22.568570121626177,88.27037577294624,107.58811016567051,28.692858
22.520105647617754,86.58975721102696,2637.8303846642375,26.303572
22.519774617718788,86.58004985865368,2662.6859541349113,30.339285
22.519443004527623,86.57034260945073,2687.659060647711,38.278572
22.519110808075993,86.56063546376595,2712.749703168869,44.24286
22.518778028395744,86.5509284219471,2737.957880659029,46.24286
22.518444665518803,86.54122148434199,2763.2835920695215,43.010715
22.51811071947716,86.53151465129835,2788.726836355403,35.485714
22.51777619030292,86.52180792316395,2814.2876124568284,31.289286
22.544562396061128,86.70560851988628,2348.7318108193576,25.242958
22.541666914179782,86.5696228088433,2687.659060647711,25.880281
22.54145570519562,86.55991018266224,2712.749703168869,34.80282
22.541243911158247,86.55019764352932,2737.957880659029,36.225353
22.541031532091797,86.54048519179364,2763.2835920695215,33.10211
22.56517898264092,86.71497752310934,2325.404314957559,30.917856
22.565097615022395,86.70526014982556,2348.7318108193576,33.532143
22.565015660497288,86.69554284144264,2372.1768567487597,31.95
22.564933119080617,86.6858255983109,2395.7394517697394,32.810715
22.564849990787504,86.67610842078066,2419.4195949062705,32.45
22.564766275633136,86.66639130920217,2443.217285176739,30.032143
22.56468197363281,86.65667426392574,2467.1325215920806,28.475
22.564597084801875,86.64695728530158,2491.1653031632304,26.335714
22.56451160915581,86.63724037367996,2515.315628889948,26.696428
22.564425546710154,86.62752352941109,2539.583497773856,25.114286
22.564338897480532,86.61780675284521,2563.968908807263,28.032143
22.564251661482658,86.6080900443325,2588.4718609768897,28.032143
22.564163838732345,86.59837340422314,2613.0923532713205,27.171429
22.571385521377607,88.28980261013015,98.92034150846303,29.683823
22.5854102647838,86.72464598511495,2302.194370124489,25.264706
22.585449714966206,86.71492683376009,2325.404314957559,31.441177
22.585488576948716,86.70520773010863,2348.7318108193576,38.338234
22.5855268507385,86.69548867451142,2372.1768567487597,37.558823
22.5855645363428,86.68576966731938,2395.7394517697394,37.22059
22.585601633768956,86.67605070888335,2419.4195949062705,37.360294
22.585638143024383,86.6663317995542,2443.217285176739,34.558823
22.585674064116592,86.65661293968274,2467.1325215920806,31.0
22.58570939705319,86.64689412961984,2491.1653031632304,26.683823
22.58574414184184,86.63717536971632,2515.315628889948,27.941177
22.58577829849032,86.62745666032296,2539.583497773856,26.32353
22.58581186700649,86.61773800179061,2563.968908807263,31.30147
22.58584484739829,86.60801939447,2588.4718609768897,31.441177
22.585877239673746,86.59830083871196,2613.0923532713205,31.639706
22.605865845147182,86.71516976667066,2325.404314957559,28.147058
22.606025816699713,86.70545066255968,2348.7318108193576,38.02941
22.606185198971357,86.6957315894871,2372.1768567487597,37.30147
22.606343991961513,86.68601254780403,2395.7394517697394,34.80147
22.606502195669673,86.67629353786151,2419.4195949062705,34.992645
22.606659810095426,86.66657456001066,2443.217285176739,32.294117
22.606816835238423,86.65685561460253,2467.1325215920806,25.904411
